Geo_QName,Geo_NAME,Geo_FIPS,Geo_CT,00P,00WNH,00BNH,00ANH,00L,00WNH_P,00BNH_P,00ANH_P,00L_P,00O25,00COL,00COL_P,00O16,00U,00U_P,00INC,00OHU,00OO,00RO,00OO_P,00RO_P,00VAL,00RENT
"Census Tract 1114, Los Angeles County, California",Census Tract 1114,6037111400,111400,7050,3290.725,282.7117,1369.076,1810.937,46.68,4.01,19.42,25.69,4549.088615,1697.258833,37.30986528,3466.678351,171.9994391,4.96,46831.37052,2497.945878,1147.65143,1350.294448,45.94,54.06,212099.8172,715.6885965
"Census Tract 1131.01, Los Angeles County, California",Census Tract 1131.01,6037113101,113101,3433.969,2581.527,74.79498,348.1266,332.7277,75.18,2.18,10.14,9.69,2437.436287,1743.382904,71.52527076,1760.981722,64.89564123,3.69,90412.0229,1103.225901,1021.831368,81.39453306,92.62,7.38,348412.8009,1224.1
"Census Tract 1131.02, Los Angeles County, California",Census Tract 1131.02,6037113102,113102,2809.153,2111.814,61.18592,284.7845,272.1874,75.18,2.18,10.14,9.69,1993.94107,1426.171749,71.52527076,1440.568436,53.0877812,3.69,90412.0229,902.4922804,835.9076057,66.58467473,92.62,7.38,348412.8009,1224.1
"Census Tract 1132.11, Los Angeles County, California",Census Tract 1132.11,6037113211,113211,3839,2994,76,342,321,77.99,1.98,8.91,8.36,2881,1804,62.61714682,2006,77,3.84,69364.59645,1547,1347,200,87.07,12.93,214802.329,1523.030769
"Census Tract 1132.12, Los Angeles County, California",Census Tract 1132.12,6037113212,113212,3050,1886,106,532,439,61.84,3.48,17.44,14.39,2153,956,44.40315838,1675,78,4.66,64276.95123,1070,705,365,65.89,34.11,231304.3742,900.9166667
"Census Tract 1132.13, Los Angeles County, California",Census Tract 1132.13,6037113213,113213,4394,2588,125,837,656,58.9,2.84,19.05,14.93,3051,1368,44.83775811,2403,105,4.37,57297.14708,1628,992,636,60.93,39.07,230665.8412,856.7947368
"Census Tract 1132.31, Los Angeles County, California",Census Tract 1132.31,6037113231,113231,1937.785,1489.042,50.67893,188.8973,137.2943,76.84,2.62,9.75,7.09,1411.640124,801.651614,56.78866733,961.0621276,66.34272028,6.9,81116.04473,703.055667,599.8560213,103.1996457,85.32,14.68,289478.7032,909.9075469
"Census Tract 1132.32, Los Angeles County, California",Census Tract 1132.32,6037113232,113232,3682.926,2578.143,126.3148,366.6901,459.0696,70,3.43,9.96,12.46,2610.192646,1603.444453,61.43011918,1956.937499,78.23979402,4,68233.68607,1257.492593,1108.55419,148.9384031,88.16,11.84,290849.0721,1363.514706
"Census Tract 1132.33, Los Angeles County, California",Census Tract 1132.33,6037113233,113233,6222,2071,459,562,2882,33.29,7.38,9.03,46.32,3695,784,21.21786198,2777,161,5.8,34035.25754,2248,639,1609,28.43,71.57,187400.0395,695.7447552
"Census Tract 1132.34, Los Angeles County, California",Census Tract 1132.34,6037113234,113234,4224,1417,135,551,1952,33.55,3.2,13.04,46.21,2695,532,19.74025974,1785,109,6.11,28766.92239,1472,671,801,45.58,54.42,202473.862,647.1153846
"Census Tract 1132.35, Los Angeles County, California",Census Tract 1132.35,6037113235,113235,1653.435,1230.776,37.17983,172.3264,157.3642,74.44,2.25,10.42,9.52,1230.520776,567.3688199,46.10802442,954.8833247,57.56171432,6.03,59163.79691,672.6180589,510.6919141,161.9261448,75.93,24.07,292447.0335,897.1763413
"Census Tract 1132.37, Los Angeles County, California",Census Tract 1132.37,6037113237,113237,2599.347,1934.751,58.47547,271.0113,247.3962,74.43,2.25,10.43,9.52,1934.750962,891.7509517,46.09125254,1501.245297,90.52452915,6.03,59137.36288,1057.618878,802.9132151,254.7056628,75.92,24.08,292439.824,897.1202532
"Census Tract 1133.01, Los Angeles County, California",Census Tract 1133.01,6037113301,113301,1915,1426,49,209,181,74.46,2.56,10.91,9.45,1261,954,75.65424266,936,65,6.94,110359.2099,631,599,32,94.93,5.07,408651.8673,2001
"Census Tract 1133.03, Los Angeles County, California",Census Tract 1133.03,6037113303,113303,3855,2555,86,412,687,66.28,2.23,10.69,17.82,2743,1017,37.07619395,1899,148,7.79,57805.82112,1383,1201,182,86.84,13.16,223080.8165,1107.522727
"Census Tract 1133.21, Los Angeles County, California",Census Tract 1133.21,6037113321,113321,5385,2501,267,1012,1330,46.44,4.96,18.79,24.7,3524,1216,34.50624291,3114,152,4.88,45922.24056,2306,624,1682,27.06,72.94,160257.9521,752.8
"Census Tract 1133.22, Los Angeles County, California",Census Tract 1133.22,6037113322,113322,3917,2677,107,646,375,68.34,2.73,16.49,9.57,2928,1681,57.41120219,2162,100,4.63,76118.74457,1342,1200,142,89.42,10.58,274962.2998,1626.61194
"Census Tract 1134.01, Los Angeles County, California",Census Tract 1134.01,6037113401,113401,5037,2366,179,782,1520,46.97,3.55,15.53,30.18,3432,1530,44.58041958,2887,189,6.55,63204.66007,1620,1231,389,75.99,24.01,194005.1428,910.4210526
"Census Tract 1134.21, Los Angeles County, California",Census Tract 1134.21,6037113421,113421,5713,1998,387,638,2419,34.97,6.77,11.17,42.34,3425,1038,30.30656934,2894,181,6.25,40667.64385,1990,455,1535,22.86,77.14,185241.8156,768.1588235
"Census Tract 1134.22, Los Angeles County, California",Census Tract 1134.22,6037113422,113422,5948,2491,374,973,1875,41.88,6.29,16.36,31.52,3906,1028,26.31848438,3085,161,5.22,49436.78764,2116,1087,1029,51.37,48.63,181202.5859,725.4607843
"Census Tract 1151.01, Los Angeles County, California",Census Tract 1151.01,6037115101,115101,4771,3673,85,433,424,76.99,1.78,9.08,8.89,3414,2990,87.58055067,2600,123,4.73,100680.6425,1668,1556,112,93.29,6.71,403785.3518,1255.928571
"Census Tract 1151.03, Los Angeles County, California",Census Tract 1151.03,6037115103,115103,2539.126,1201.075,319.4564,461.1774,430.5648,47.3,12.58,18.16,16.96,1173.749111,827.6209147,70.51088747,1724.410888,688.2624868,39.91,41650.98546,774.6820083,267.8509799,506.8310284,34.58,65.42,277873.0569,824.035024
"Census Tract 1151.04, Los Angeles County, California",Census Tract 1151.04,6037115104,115104,3676,1665.575,536.5043,653.1924,634.9395,45.31,14.59,17.77,17.27,1477.179642,1108.862564,75.06619594,2601.035645,1251.626175,48.12,41447.18765,976.5291718,330.5075368,646.021635,33.85,66.15,306240.4368,845.9431138
"Census Tract 1152.01, Los Angeles County, California",Census Tract 1152.01,6037115201,115201,5370.874,2713.567,337.555,1150.5,919.8372,50.52,6.28,21.42,17.13,3504.945607,2056.272262,58.66773676,3239.589907,212.8471516,6.57,37833.31451,2486.654829,690.1123506,1796.542478,27.75,72.25,249796.4782,763.5597484
"Census Tract 1152.02, Los Angeles County, California",Census Tract 1152.02,6037115202,115202,4674,2161,333,892,1073,46.23,7.12,19.08,22.96,2923,1478,50.56448854,2723,306,11.24,42549.4988,1863,768,1095,41.22,58.78,199386.8168,705.39
"Census Tract 1153.01, Los Angeles County, California",Census Tract 1153.01,6037115301,115301,3636,2442,136,498,426,67.16,3.74,13.7,11.72,2688,1700,63.24404762,1897,91,4.8,56848.68739,1483,1072,411,72.29,27.71,302603.3995,786.75
"Census Tract 1153.02, Los Angeles County, California",Census Tract 1153.02,6037115302,115302,4802,624,67,303,3713,12.99,1.4,6.31,77.32,2295,230,10.02178649,1741,210,12.06,30172.81578,1013,309,704,30.5,69.5,187946.6279,634.9573171
"Census Tract 1154.01, Los Angeles County, California",Census Tract 1154.01,6037115401,115401,5489,2273,337,676,1987,41.41,6.14,12.32,36.2,3303,1260,38.14713896,2933,117,3.99,41233.71313,1979,774,1205,39.11,60.89,303167.2282,735
"Census Tract 1154.03, Los Angeles County, California",Census Tract 1154.03,6037115403,115403,3030,924.629,194.6057,361.9867,1418.201,30.52,6.42,11.95,46.81,1808.420965,453.2396007,25.06272651,1529.620632,98.31114809,6.43,38650.18337,927.1497504,335.266223,591.8835275,36.16,63.84,194154.2726,722.1242424
"Census Tract 1154.04, Los Angeles County, California",Census Tract 1154.04,6037115404,115404,2980,909.371,191.3943,356.0133,1394.799,30.52,6.42,11.95,46.81,1778.579035,445.7603993,25.06272651,1504.379368,96.68885191,6.43,38650.18337,911.8502496,329.733777,582.1164725,36.16,63.84,194154.2726,722.1242424
"Census Tract 1171.01, Los Angeles County, California",Census Tract 1171.01,6037117101,117101,3798,815.3348,232.4313,965.6242,1685.431,21.47,6.12,25.42,44.38,2269.551426,753.2720282,33.19034853,1834.503364,163.6754245,8.92,47247.44141,1111.045819,747.1874399,363.8583787,67.25,32.75,175736.2908,748.5916667
"Census Tract 1171.02, Los Angeles County, California",Census Tract 1171.02,6037117102,117102,2444,524.6652,149.5687,621.3758,1084.569,21.47,6.12,25.42,44.38,1460.448574,484.7279718,33.19034853,1180.496636,105.3245755,8.92,47247.44141,714.9541814,480.8125601,234.1416213,67.25,32.75,175736.2908,748.5916667
"Census Tract 1172.01, Los Angeles County, California",Census Tract 1172.01,6037117201,117201,3609,1050.966,147.8109,572.5411,1748.392,29.12,4.1,15.86,48.45,2240.089769,646.1449348,28.84460005,1534.217151,116.4388164,7.59,45280.20845,1034.67653,611.1529589,423.5235707,59.07,40.93,212617.8455,646.3203125
"Census Tract 1172.02, Los Angeles County, California",Census Tract 1172.02,6037117202,117202,2373,691.0341,97.18907,376.4589,1149.608,29.12,4.1,15.86,48.45,1472.910231,424.8550652,28.84460005,1008.782849,76.56118355,7.59,45280.20845,680.3234704,401.8470411,278.4764293,59.07,40.93,212617.8455,646.3203125
"Census Tract 1173.01, Los Angeles County, California",Census Tract 1173.01,6037117301,117301,3585,2073,162,397,821,57.82,4.52,11.07,22.9,2439,849,34.80934809,1739,77,4.43,56947.95112,1217,1084,133,89.07,10.93,206297.6279,1334.66
"Census Tract 1173.02, Los Angeles County, California",Census Tract 1173.02,6037117302,117302,4613,2820,149,644,815,61.13,3.23,13.96,17.67,3276,1540,47.00854701,2425,135,5.57,64645.65387,1704,1284,420,75.35,24.65,240972.2448,956.1
"Census Tract 1173.03, Los Angeles County, California",Census Tract 1173.03,6037117303,117303,3153,1682,109,403,869,53.35,3.46,12.78,27.56,2189,629,28.734582,1599,146,9.13,57089.78591,997,864,133,86.66,13.34,203994.8083,1333.568493
"Census Tract 1174.04, Los Angeles County, California",Census Tract 1174.04,6037117404,117404,3965,1912,194,585,1111,48.22,4.89,14.75,28.02,2753,1110,40.31965129,1984,112,5.65,58445.58663,1273,971,302,76.28,23.72,213523.5262,784.3
"Census Tract 1174.05, Los Angeles County, California",Census Tract 1174.05,6037117405,117405,3553,95,65,57,3301,2.67,1.83,1.6,92.91,1466,77,5.252387449,1443,138,9.56,25521.79884,751,68,683,9.05,90.95,97856.35714,595.1022727
"Census Tract 1174.07, Los Angeles County, California",Census Tract 1174.07,6037117407,117407,4028,250.6545,197.4853,152.4961,3383.543,6.22,4.9,3.79,84,1828.200174,156.5860168,8.565036753,1524.960836,160.6759501,10.54,24874.14322,988.0110241,85.88859878,902.1224253,8.69,91.31,170096.8135,593.9853801
"Census Tract 1174.08, Los Angeles County, California",Census Tract 1174.08,6037117408,117408,2866,178.3455,140.5147,108.5039,2407.457,6.22,4.9,3.79,84,1300.799826,111.4139832,8.565036753,1085.039164,114.3240499,10.54,24874.14322,702.9889759,61.11140122,641.8775747,8.69,91.31,170096.8135,593.9853801
"Census Tract 1175.10, Los Angeles County, California",Census Tract 1175.10,6037117510,117510,4136,230,233,387,3242,5.56,5.63,9.36,78.38,2019,264,13.07578009,1368,274,20.03,21865.25043,1067,173,894,16.21,83.79,123041.7992,584.0117647
"Census Tract 1175.20, Los Angeles County, California",Census Tract 1175.20,6037117520,117520,3762,229,246,190,3022,6.09,6.54,5.05,80.33,1771,218,12.3094297,1420,109,7.68,25512.40033,857,150,707,17.5,82.5,159704.9377,583.6318182
"Census Tract 1175.30, Los Angeles County, California",Census Tract 1175.30,6037117530,117530,5518,466,300,558,4088,8.45,5.44,10.11,74.08,2735,668,24.42413163,2161,210,9.72,30209.01631,1417,386,1031,27.24,72.76,104934.2108,596.3301282
"Census Tract 1190.01, Los Angeles County, California",Census Tract 1190.01,6037119001,119001,3819.341,662.6911,57.58677,697.9715,2309.474,17.35,1.51,18.27,60.47,2250.576562,446.1808808,19.82518117,1779.605588,117.4470864,6.6,53325.34549,924.9822957,791.3499487,133.632347,85.55,14.45,155593.3145,1028.057571
"Census Tract 1190.02, Los Angeles County, California",Census Tract 1190.02,6037119002,119002,6092.648,621.3717,76.76086,443.7128,4864.617,10.2,1.26,7.28,79.84,3397.821698,376.5893544,11.08325827,2617.882106,201.5809676,7.7,45621.76289,1350.17024,1080.25108,269.9191599,80.01,19.99,148657.1039,882.9542382
"Census Tract 1192.01, Los Angeles County, California",Census Tract 1192.01,6037119201,119201,3825,464.2043,86.24649,293.1105,2921.346,12.14,2.25,7.66,76.38,2125.070745,264.9668905,12.46861504,1544.021068,141.3197495,9.15,46325.49305,880.722283,661.8891046,218.8331784,75.15,24.85,152788.2037,727.1599726
"Census Tract 1192.02, Los Angeles County, California",Census Tract 1192.02,6037119202,119202,4476.035,304.765,85.42613,237.8479,3801.751,6.81,1.91,5.31,84.94,2426.344022,257.095279,10.59599449,1800.954025,147.1641765,8.17,42488.36423,991.3830651,677.401895,313.9811701,68.33,31.67,149255.5396,675.1845057
"Census Tract 1193.10, Los Angeles County, California",Census Tract 1193.10,6037119310,119310,3163.895,432.0661,270.2945,476.8335,1903.563,13.66,8.54,15.07,60.17,1867.367221,403.730375,21.62029892,1321.706207,134.4093634,10.17,40031.69887,822.7860272,555.6904647,267.0955625,67.54,32.46,99142.37373,661.9478552
"Census Tract 1193.20, Los Angeles County, California",Census Tract 1193.20,6037119320,119320,3812,381,289,328,2738,9.99,7.58,8.6,71.83,1988,412,20.72434608,1373,81,5.9,37106.44426,911,248,663,27.22,72.78,151666.0621,743.630137
"Census Tract 1193.40, Los Angeles County, California",Census Tract 1193.40,6037119340,119340,3970,328.5198,206.4816,235.979,3148.7,8.28,5.2,5.94,79.31,1949.718823,199.5410839,10.23435182,1583.604312,148.0652681,9.35,24747.6525,1076.365093,212.8438228,863.5212704,19.77,80.23,149226.2771,577.9490291
"Census Tract 1193.41, Los Angeles County, California",Census Tract 1193.41,6037119341,119341,2647,231.7943,125.8961,505.857,1718.005,8.76,4.76,19.11,64.9,1330.771978,308.6045673,23.18989071,1025.8034,107.7161745,10.5,32306.47309,654.0235234,286.7886332,367.2348901,43.85,56.15,113601.331,689.2
"Census Tract 1193.42, Los Angeles County, California",Census Tract 1193.42,6037119342,119342,3177,278.2057,151.1039,607.143,2061.995,8.76,4.76,19.11,64.9,1597.228022,370.3954327,23.18989071,1231.1966,129.2838255,10.5,32306.47309,784.9764766,344.2113668,440.7651099,43.85,56.15,113601.331,689.2
"Census Tract 1194, Los Angeles County, California",Census Tract 1194,6037119400,119400,4660,691.4481,96.3039,383.1371,3399.735,14.84,2.07,8.22,72.96,2669.488552,354.0380613,13.26239294,1912.914065,182.215284,9.53,50602.12513,1057.264347,929.0900981,128.1742492,87.88,12.12,151514.9474,1200.176471
"Census Tract 1197, Los Angeles County, California",Census Tract 1197,6037119700,119700,4534,1032.613,157.2929,1086.526,2101.201,22.77,3.47,23.96,46.34,2763.6929,804.2235058,29.09959735,2164.250885,131.9299567,6.1,49742.14584,1254.543776,868.4081682,386.135608,69.22,30.78,161658.6147,756.0212236
"Census Tract 1198, Los Angeles County, California",Census Tract 1198,6037119800,119800,5714,849,94,757,3873,14.86,1.65,13.25,67.78,3201,560,17.49453296,2418,201,8.31,46718.28253,1384,1103,281,79.7,20.3,153090.6505,867.1785714
"Census Tract 1199, Los Angeles County, California",Census Tract 1199,6037119900,119900,4443,836.588,84.24485,1029.252,2391.089,18.83,1.9,23.17,53.82,2643.090519,812.4133553,30.73725055,1739.839242,122.3381698,7.03,48100.52758,1175.032481,862.9602638,312.0722176,73.44,26.56,151656.5011,884.7211538
"Census Tract 1200.10, Los Angeles County, California",Census Tract 1200.10,6037120010,120010,3384,409,79,267,2572,12.09,2.33,7.89,76,1833,269,14.67539553,1336,165,12.35,35919.51758,879,407,472,46.3,53.7,137675.4757,597.2073171
"Census Tract 1200.20, Los Angeles County, California",Census Tract 1200.20,6037120020,120020,4257,307,155,464,3238,7.21,3.64,10.9,76.06,2180,264,12.11009174,1597,107,6.7,32365.7041,1101,251,850,22.8,77.2,155546.0038,573.4347826
"Census Tract 1200.30, Los Angeles County, California",Census Tract 1200.30,6037120030,120030,2852,106,33,74,2621,3.72,1.16,2.59,91.9,1274,123,9.654631083,1044,112,10.73,23505.647,652,48,604,7.36,92.64,142682.2195,547.25
"Census Tract 1201.03, Los Angeles County, California",Census Tract 1201.03,6037120103,120103,3353,281.5326,209.8131,201.3493,2594.822,8.4,6.26,6.01,77.39,1662.467916,165.712236,9.967845659,1400.535672,208.4766839,14.89,27809.45776,924.3357247,127.402418,796.9333068,13.78,86.22,157813.2448,590.5435484
"Census Tract 1201.04, Los Angeles County, California",Census Tract 1201.04,6037120104,120104,2208,185.3934,138.165,132.5915,1708.729,8.4,6.26,6.01,77.39,1094.759665,109.1239538,9.967845659,922.2734157,137.2849741,14.89,27809.45776,608.6887206,83.89637306,524.7923475,13.78,86.22,157813.2448,590.5435484
"Census Tract 1201.05, Los Angeles County, California",Census Tract 1201.05,6037120105,120105,2701,225.8957,161.2496,161.7481,2104.395,8.36,5.97,5.99,77.91,1335.740514,134.106555,10.0398658,1114.377102,149.6509294,13.43,27186.68694,741.2522155,114.1068034,627.1454121,15.39,84.61,154708.116,587.8470393
"Census Tract 1201.06, Los Angeles County, California",Census Tract 1201.06,6037120106,120106,4288,286.4937,168.5257,240.2471,3535.513,6.68,3.93,5.6,82.45,2151.250526,287.2775797,13.35398069,1566.897359,116.400329,7.43,27013.45586,1100.904122,193.2167078,907.6874143,17.55,82.45,112305.1236,582.7952756
"Census Tract 1201.07, Los Angeles County, California",Census Tract 1201.07,6037120107,120107,3993,266.7839,156.9317,223.7189,3292.282,6.68,3.93,5.6,82.45,2003.251714,267.513847,13.35398069,1459.100082,108.3923773,7.43,27013.45586,1025.165616,179.9240472,845.2415684,17.55,82.45,112305.1236,582.7952756
"Census Tract 1201.08, Los Angeles County, California",Census Tract 1201.08,6037120108,120108,4819,356.3808,216.8332,277.3661,3905.559,7.4,4.5,5.76,81.05,2394.810843,286.7247446,11.97275122,1833.212058,152.7294382,8.33,25964.88685,1268.288508,235.6098278,1032.67868,18.58,81.42,132791.6303,581.127664
"Census Tract 1203, Los Angeles County, California",Census Tract 1203,6037120300,120300,4982,1102,103,925,2670,22.12,2.07,18.57,53.59,2959,723,24.43393038,2345,204,8.7,44361.513,1394,963,431,69.08,30.92,144297.4404,774.5
"Census Tract 1204, Los Angeles County, California",Census Tract 1204,6037120400,120400,5566,1309.982,272.701,1020.229,2767.446,23.54,4.9,18.33,49.72,3315.03827,1018.17947,30.71395824,2438.435377,174.1240723,7.14,39802.07416,1654.260433,830.766373,823.4940604,50.22,49.78,158682.1397,692.3382388
"Census Tract 1210.10, Los Angeles County, California",Census Tract 1210.10,6037121010,121010,4537.324,1214.26,78.05171,483.1714,2494.799,26.76,1.72,10.65,54.98,2698.224803,531.0794829,19.68255137,1817.866172,240.1101269,13.21,44548.82269,1216.551592,876.2561649,340.2954275,72.03,27.97,163524.3265,752.7477605
"Census Tract 1210.20, Los Angeles County, California",Census Tract 1210.20,6037121020,121020,3795,946,65,349,2288,24.93,1.71,9.2,60.29,2097,402,19.1702432,1626,67,4.12,45357.60574,980,559,421,57.04,42.96,155093.129,641.8870968
"Census Tract 1211.01, Los Angeles County, California",Census Tract 1211.01,6037121101,121101,2771.478,590.2935,42.98388,160.241,1920.028,21.3,1.55,5.78,69.28,1586.572287,213.6606764,13.46681007,1224.135514,122.3329139,9.99,39707.88515,748.8915631,419.2568879,329.6346752,55.98,44.02,149262.7252,676.3938344
"Census Tract 1211.02, Los Angeles County, California",Census Tract 1211.02,6037121102,121102,2676.585,790.2595,34.73668,187.9503,1595.406,29.52,1.3,7.02,59.61,1654.954695,298.9835693,18.06596702,1301.384914,118.4768916,9.1,47990.03788,761.1054762,527.8734803,233.231996,69.36,30.64,153782.2116,729.0581395
"Census Tract 1212.10, Los Angeles County, California",Census Tract 1212.10,6037121210,121210,2387.335,280.2616,47.75589,187.4207,1828.803,11.74,2,7.85,76.6,1276.74533,97.74234991,7.655587033,925.4130177,106.6749412,11.53,34520.36291,562.6478437,302.2501708,260.3976729,53.72,46.28,153296.6645,617.8407481
"Census Tract 1212.21, Los Angeles County, California",Census Tract 1212.21,6037121221,121221,2392.133,293.3049,16.93003,147.8753,1887.465,12.26,0.71,6.18,78.9,1320.536026,153.5540066,11.62815732,1054.404043,187.3084812,17.76,43176.47684,529.6987818,379.3187202,150.3800616,71.61,28.39,155128.2014,567.9682865
"Census Tract 1212.22, Los Angeles County, California",Census Tract 1212.22,6037121222,121222,4662.867,539.603,77.60881,323.3738,3635.437,11.57,1.66,6.94,77.97,2500.763582,211.1816208,8.444685549,1855.37156,274.2649786,14.78,34170.32578,1079.382199,597.341284,482.0409151,55.34,44.66,154523.7761,608.782128
"Census Tract 1216, Los Angeles County, California",Census Tract 1216,6037121600,121600,2841,1024,62,723,905,36.04,2.18,25.45,31.85,1858,521,28.0409042,1179,29,2.46,58291.70742,806,705,101,87.47,12.53,184133.733,1301.679245
"Census Tract 1218.01, Los Angeles County, California",Census Tract 1218.01,6037121801,121801,4273,629.1076,164.5888,263.2274,3107.115,14.72,3.85,6.16,72.72,2358.723527,265.5212723,11.25699003,1619.507717,257.4925513,15.9,34897.4391,1017.927124,490.3254597,527.6016642,48.17,51.83,152281.0997,681.9375
"Census Tract 1218.02, Los Angeles County, California",Census Tract 1218.02,6037121802,121802,3178,467.8924,122.4112,195.7726,2310.885,14.72,3.85,6.16,72.72,1754.276473,197.4787277,11.25699003,1204.492283,191.5074487,15.9,34897.4391,757.0728761,364.6745403,392.3983358,48.17,51.83,152281.0997,681.9375
